address,postcode,Rental price,Offered since,Status,Available,Interior,Living area,Type of house,Type of construction,Number of rooms,Number of bedrooms,Number of bathrooms,Facilities,Balcony,Garden,Energy rating,url,Upkeep,Volume,Year of construction,Number of floors,Present,Rental agreement,Deposit,Location,Insulation,Heating,Hot water,Shed/Storeroom,Type of parking,Smoking allowed,Pets allowed,Target audience,Income requirement,Maximum number of residents,Duration,Specifics,Service costs,Plot area,Garden description,Description,Central heating boiler
Apartment Gruttersdijk 28 H in Utrecht,3514 BH (Vogelenbuurt),"€1,500 per month",3 weeks,For rent,Immediately,Furnished,60 m²,Apartment,Existing building,2,1,1,"Shower
 Bath
 Toilet",Present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/00ff528d/gruttersdijk,,,,,No,,,,,,,,Not present,,Temporary rental,,,,,,,,"Minimum of 12, maximum of 24 months",,
Apartment Jan van Scorelstraat in Utrecht,3583 CN (Schildersbuurt),"€1,150 per month",23-10-2022,For rent,Immediately,,35 m²,"Downstairs apartment, Apartment",Existing building,2,1,1,,Not present,Present,A,https://www.pararius.com/apartment-for-rent/utrecht/64dd3ebd/jan-van-scorelstraat,,105 m³,1915,1,,,,,achtertuin,,,,,,,,,,,,,,,,
Apartment Westerdijk 4 1702 in Utrecht,3513 EW (Pijlsweerd-Zuid),"€1,195 per month",3 weeks,For rent,From 01-11-2022,Upholstered,44 m²,Gallery flat,Existing building,2,1,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/48d7bb7a/westerdijk,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Wisselstraat in Utrecht,3551 WG (2e Daalsebuurt en omgeving),"€1,600 per month",7 weeks,For rent,Immediately,,47 m²,Upstairs apartment,Existing building,2,1,,,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/66348f0e/wisselstraat,Good,156 m³,2021-2030,1,No,,,,,,,,,,,,,,,,,,,,
Apartment Gruttersdijk 27 M in Utrecht,3514 BH (Vogelenbuurt),"€1,400 per month",3 weeks,For rent,From 01-11-2022,Upholstered or furnished,51 m²,Apartment,Existing building,2,1,1,Toilet,Not present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/a03a96cc/gruttersdijk,,,,,No,,,,,,,,Not present,,Temporary rental,,,,,,,,"Minimum of 12, maximum of 24 months",,
Apartment Adriaan van Bergenstraat in Utrecht,3554 VE (Schaakbuurt en omgeving),"€1,600 per month

Includes: Service costs",19-10-2022,For rent,From 15-11-2022,Upholstered,81 m²,"Gallery flat, Apartment",Existing building,3,2,1,,Present,,A,https://www.pararius.com/apartment-for-rent/utrecht/558fd8b4/adriaan-van-bergenstraat,,,2002,,Yes,,,,,,,,,,,,,,,,,,,,
Apartment Van Weerden Poelmanlaan 2 in Utrecht,3527 KN (Transwijk-Noord),"€1,350 per month",3 weeks,For rent,From 29-10-2022,Upholstered,92 m²,Gallery flat,Existing building,3,2,1,Lift,Present,Not present,G,https://www.pararius.com/apartment-for-rent/utrecht/143bfcc8/van-weerden-poelmanlaan,,,1968,,Yes,,,,,,,,,,,,,,,,,,Minimum of 12 months,,
Apartment Eschersingel in Utrecht,3544 ML (Het Zand-West),"€1,525 per month",21-10-2022,For rent,From 21-11-2022,Upholstered or furnished,100 m²,"Upstairs apartment, Double upstairs apartment",Existing building,3,2,1,Toilet,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/59c50522/eschersingel,Reasonable,270 m³,2000,1,No,,,in a residential area,,,,,Not present,,Unlimited period,"€1,525",No,No,Working,"€4,575",2,,,,
Studio Bemuurde Weerd O.Z. 33 in Utrecht,3514 AP (Lauwerecht),"€1,500 per month

Includes: Electricity, Gas, Internet, Water",17-10-2022,For rent,From 01-11-2022,Upholstered or furnished,55 m²,"Studio, Apartment",Existing building,1,1,1,,Present,Present (60 m²),,https://www.pararius.com/studio-for-rent/utrecht/fc24df83/bemuurde-weerd-o-z,Good,150 m³,1820,1,No,,,In the city centre,,"Double glazing, Floor insulation, Fully insulated, Roof insulation, Wall insulation",Central heating boiler,Gas boiler,Not present,Public,Temporary rental,"€3,000",No,No,,,,,,,
House Singelstraat in Utrecht,3513 BM (Pijlsweerd-Zuid),"€1,695 per month

Includes: Service costs",14-10-2022,For rent,Immediately,Furnished,70 m²,"Mid-terrace house, Family home",Existing building,2,1,1,,,,D,https://www.pararius.com/house-for-rent/utrecht/96db807c/singelstraat,,,1910,,No,,,,,,,,,,,,,,,,,,,,
Apartment Europaplein 859 in Utrecht,3526 WS (Transwijk-Zuid),"€1,150 per month",11-10-2022,For rent,From 14-11-2022,Shell,45 m²,Gallery flat,Existing building,2,1,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/432542fa/europaplein,,,2007,,Yes,,,,,,,,,,,,,,,,,,Minimum of 12 months,,
Apartment Van Heuven Goedhartplein 653 in Utrecht,3527 DZ (Kanaleneiland-Noord),"€1,025 per month",3 weeks,For rent,From 01-11-2022,Upholstered,54 m²,Gallery flat,Existing building,2,1,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/9e510513/van-heuven-goedhartplein,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Karel Doormanlaan in Utrecht,"3572 NA (Huizingalaan, K. Doormanlaan en omgeving)","€1,750 per month",19-10-2022,For rent,From 01-12-2022,Furnished,100 m²,"Upstairs apartment, Apartment",Existing building,3,2,1,"Lift
 Toilet",Present,Not present,E,https://www.pararius.com/apartment-for-rent/utrecht/bec8caaf/karel-doormanlaan,Good,250 m³,1965,1,No,,,in a residential area,,,,,Present,,Unlimited period,"€3,500",No,No,Working,"€5,250",,,,,
Studio Vleutenseweg in Utrecht,"3532 HH (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)","€1,295 per month

Includes: Electricity, Gas, Internet, Service costs, Water",17-10-2022,For rent,Immediately,Furnished,20 m²,Studio,Existing building,1,,,,,Not present,,https://www.pararius.com/studio-for-rent/utrecht/a02ba2e8/vleutenseweg,,,,1,No,,,"In the city centre
 in a residential area",,,,,Not present,,,"€2,590",No,No,,,1,,,,
Apartment Breedstraat in Utrecht,3512 TX (Breedstraat en Plompetorengracht en omgeving),"€1,400 per month",2 weeks,For rent,Immediately,,48 m²,Downstairs apartment,Existing building,2,1,,,Not present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/ab97c227/breedstraat,Good,300 m³,1993,1,No,,,,,,,,,,,,,,,,,,,,
Apartment Peltlaan in Utrecht,3527 EB (Kanaleneiland-Noord),"€1,300 per month",2 weeks,For rent,Immediately,Furnished,72 m²,"Upstairs apartment, Apartment",Existing building,3,2,1,,,Not present,E,https://www.pararius.com/apartment-for-rent/utrecht/83bcf533/peltlaan,Good,,1959,1,No,,,in a residential area,,,,,Not present,Public,Temporary rental,"€3,500",No,No,,,,,,,
Apartment Westerdijk 4 0116 in Utrecht,3513 EW (Pijlsweerd-Zuid),€895 per month,14-10-2022,For rent,From 01-11-2022,Upholstered,28 m²,Gallery flat,Existing building,1,,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/7e953747/westerdijk,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Pieterskerkhof 23 B in Utrecht,"3512 JS (Domplein, Neude, Janskerkhof)","€1,675 per month

Excludes: Service costs",21-10-2022,For rent,From 01-11-2022,Upholstered,66 m²,"Maisonette, Apartment",Existing building,2,1,1,"Cable TV
 Mechanical ventilation
 Shower
 Toilet
 Laundry room",Not present,Not present,A++,https://www.pararius.com/apartment-for-rent/utrecht/a6659750/pieterskerkhof,Excellent,220 m³,2022,1,No,Box,,In the city centre,,"Double glazing, Floor insulation, Fully insulated, Roof insulation, Wall insulation",District heating,Central heating,Present,Paid,,,,,,,,,,Monumental building,€100
Studio Limapad in Utrecht,3584 SR (Utrecht Science Park),€520 per month,3+ months,For rent,In consultation,Furnished,22 m²,Studio,Existing building,2,1,2,Shower,,Not present,,https://www.pararius.com/studio-for-rent/utrecht/48156611/limapad,,,2020,1,No,,,,,,,,Not present,,,,,,,,,,,,
Apartment Zadelstraat 5 in Utrecht,"3511 LR (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,350 per month",2 weeks,Rented under option,From 01-11-2022,Shell,62 m²,Apartment,Existing building,2,1,1,Shower,Not present,Not present,F,https://www.pararius.com/apartment-for-rent/utrecht/689f51e3/zadelstraat,,,,,No,,,,,,,,Not present,,,,,,,,,,,,
Apartment Twellosebeeklaan in Utrecht,3521 DR (Dichterswijk),"€1,500 per month

Excludes: Service costs",7 weeks,For rent,Immediately,,81 m²,"Gallery flat, Apartment",New development,3,2,,,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/90eb4902/twellosebeeklaan,Excellent,230 m³,2021,1,Yes,Parkeerkelder,,,,,,,,,,,,,,,,,,,
Apartment Twijnstraat in Utrecht,3511 ZL (Lange Nieuwstraat en omgeving),"€1,150 per month

Includes: Electricity, Gas, Water",2 weeks,For rent,In consultation,Upholstered,31 m²,"Upstairs apartment, Apartment",Existing building,2,1,,,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/40a9c93d/twijnstraat,Good,60 m³,1950,1,No,,,In the city centre,,,,,Not present,,Temporary rental,"€1,150",,No,,,,,,,
Apartment Pablo Picassostraat in Utrecht,3544 NX (Het Zand-West),"€1,295 per month",3 weeks,For rent,In consultation,,88 m²,Staircase-accessed flat,New development,3,2,,,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/e97b0e8d/pablo-picassostraat,Good,228 m³,2022,1,Yes,Parkeerplaats,,,,,,,,,,,,,,,,,,,€45
Apartment Maliestraat 1 5 in Utrecht,3581 SH (Buiten Wittevrouwen),"€1,745 per month",15-10-2022,Rented under option,From 15-11-2022,Furnished,60 m²,"Upstairs apartment, Apartment",Existing building,2,1,1,"Mechanical ventilation
 Shower
 Toilet",Not present,Present,,https://www.pararius.com/apartment-for-rent/utrecht/f97bb17d/maliestraat,Good,180 m³,1906,1,,,,"in a residential area
 Near public transportation",,,,,,,,"€3,490",,,,,,,,,€150
Apartment Monarchvlinderlaan in Utrecht,3544 DC (Parkwijk-Noord),"€1,295 per month",2 weeks,For rent,Immediately,Furnished,56 m²,"Downstairs apartment, Apartment",Existing building,3,1,1,"Shower
 Toilet",,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/7fc58433/monarchvlinderlaan,Good,,,2,No,,,,,,,,Not present,,Temporary rental,"€2,590",No,No,Working,,2,,,,
Apartment Hebe Kohlbruggeweg in Utrecht,3527 MD (Transwijk-Noord),"€1,500 per month",19-10-2022,For rent,Immediately,Upholstered,67 m²,"Upstairs apartment, Apartment",Existing building,2,1,1,,Not present,,A++,https://www.pararius.com/apartment-for-rent/utrecht/5baa9b49/hebe-kohlbruggeweg,,200 m³,2022,1,,,,,,,,,,,,"€3,000",,,,,,,,,
House Carel Willinkstraat in Utrecht,3544 MA (Het Zand-West),"€1,650 per month",10-10-2022,For rent,From 15-11-2022,Upholstered,80 m²,"Mid-terrace house, Family home",Existing building,3,2,,"Mechanical ventilation
 Toilet
 Laundry room",,Present,A,https://www.pararius.com/house-for-rent/utrecht/8353dcca/carel-willinkstraat,Good,298 m³,2005,3,Yes,,,in a residential area,,Fully insulated,District heating,District heating,Present,Public,Temporary rental,"€3,300",No,No,Working,"€4,950",2,,,,
Apartment Beneluxlaan 134 in Utrecht,3527 HX (Transwijk-Noord),"€1,395 per month",11-10-2022,For rent,From 01-11-2022,Shell,75 m²,"Gallery flat, Apartment",Existing building,3,2,1,"Shower
 Toilet",Present,,F,https://www.pararius.com/apartment-for-rent/utrecht/2fd53209/beneluxlaan,,242 m³,1963,1,Yes,,,,,Partial double glazing,District heating,Electric boiler,,Public,,"€2,790",,,,,,,,,
Apartment Van Heuven Goedhartplein 718 in Utrecht,3527 DZ (Kanaleneiland-Noord),"€1,105 per month",13-10-2022,For rent,From 01-11-2022,Upholstered,54 m²,Gallery flat,Existing building,2,1,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/8a2351ec/van-heuven-goedhartplein,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Aziëlaan in Utrecht,3526 SW (Kanaleneiland-Zuid),"€1,595 per month",23-10-2022,For rent,Immediately,,92 m²,"Staircase-accessed flat, Apartment",Existing building,3,2,1,Toilet,Present,,,https://www.pararius.com/apartment-for-rent/utrecht/36ffed8f/azielaan,,276 m³,1969,1,,,,,,,,,,,,,,,,,,,,,
Studio Berlijnplein in Utrecht,3541 CM (Leidsche Rijn-Centrum),"€633 per month

Excludes: Service costs",3+ months,For rent,Immediately,Upholstered,30 m²,"Studio, Apartment",New development,1,,1,"Lift
 Shower
 Toilet",,Present,,https://www.pararius.com/studio-for-rent/utrecht/2c891cec/berlijnplein,,,2022,1,No,,,in a residential area,,,"District heating, Partial floor heating",District heating,Not present,Garage,,"€1,500",No,No,Working,"€2,000",2,,,,€327
Apartment Auriollaan in Utrecht,3527 ES (Kanaleneiland-Noord),"€1,575 per month",2 weeks,Under option,From 01-11-2022,Upholstered,75 m²,"Mezzanine, Apartment",Existing building,4,3,1,Toilet,Present,Not present,B,https://www.pararius.com/apartment-for-rent/utrecht/44a0c9b1/auriollaan,Good,185 m³,2016,1,No,,,"On a quiet road
 in a residential area",,,,,Not present,Public,Temporary rental,"€3,150",No,No,Working,"€4,725",,,,,
Apartment Nachtegaalstraat in Utrecht,3581 AB (Buiten Wittevrouwen),"€1,395 per month",18-10-2022,For rent,From 01-11-2022,Upholstered,65 m²,"Upstairs apartment, Apartment",Existing building,2,1,1,,Not present,,,https://www.pararius.com/apartment-for-rent/utrecht/0343c454/nachtegaalstraat,,180 m³,Before 1906,1,,,,Near public transportation,,,,,,,,"€3,290",,,,,,,,,
Apartment Bloemstraat in Utrecht,3581 WE (Oudwijk),"€1,295 per month",3 weeks,Rented under option,From 01-11-2022,Upholstered,45 m²,Downstairs apartment,Existing building,2,1,1,,Not present,"Present (12 m², located on the north-east)",D,https://www.pararius.com/apartment-for-rent/utrecht/dff215e0/bloemstraat,,,,,No,,,,,,,,Not present,,Unlimited period,,,,,,,,Minimum of 12 months,,
Apartment Burgemeester Reigerstraat in Utrecht,3581 KW (Oudwijk),"€1,550 per month",14-10-2022,For rent,Immediately,Furnished,58 m²,"Upstairs apartment, Apartment",Existing building,2,1,1,Mechanical ventilation,Present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/49495a3e/burgemeester-reigerstraat,Good,229 m³,1900,1,No,,,In the city centre,,"Fully insulated, high-efficiency glass",Central heating boiler,Central heating boiler,Not present,Public,Temporary rental,"€1,745",No,No,Working,"€5,100",2,"Remeha HR (Gas, from 2022, Property)",,,
Apartment Jutfaseweg 96 in Utrecht,3522 HH (Rivierenwijk),€700 per month,09-10-2022,For rent,Immediately,Upholstered or furnished,20 m²,Apartment,Existing building,2,1,1,,Not present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/32222706/jutfaseweg,,,,,No,,,,,,,,Not present,,Unlimited period,,,,,,,,Minimum of 1 months,,
Apartment Catharijnesingel in Utrecht,3511 GM (Hooch Boulandt),"€1,600 per month

Excludes: Service costs",3 weeks,For rent,Immediately,Upholstered or furnished,32 m²,Upstairs apartment,Existing building,2,1,,,Not present,Not present,D,https://www.pararius.com/apartment-for-rent/utrecht/e307977c/catharijnesingel,Excellent,95 m³,1920,1,No,,,,,,,,,,,,,,,,,,,,€250
Apartment Domplein in Utrecht,"3512 JC (Domplein, Neude, Janskerkhof)",€975 per month,2 weeks,Under option,From 01-11-2022,Furnished,22 m²,Upstairs apartment,Existing building,1,1,,French balcony,Not present,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/3303ef9a/domplein,Good,60 m³,1900,1,No,,,,,,,Central heating,,,,,,,,,,,,Monumental building,
House Piet Heinstraat 9 in Utrecht,"3582 BX (Abstede, Tolsteegsingel e.o.)","€1,675 per month",15-10-2022,For rent,In consultation,Upholstered,70 m²,"Mid-terrace house, Family home",Existing building,2,1,,Cable TV,Not present,"Present (50 m², located on the east)",C,https://www.pararius.com/house-for-rent/utrecht/bd31e1fb/piet-heinstraat,Good,271 m³,1906,2,No,,93 m²,"On a quiet road
 in a residential area
 Unobstructed view",achtertuin,Double glazing,Central heating boiler,Central heating boiler,,Public,,,,,,,,,,Monumental building,
House Morelstraat in Utrecht,3552 GM (Ondiep),"€1,495 per month",2 weeks,For rent,From 01-11-2022,Furnished,55 m²,"Mid-terrace house, Family home",Existing building,2,1,,,Not present,Present,F,https://www.pararius.com/house-for-rent/utrecht/19342a59/morelstraat,,,,,Yes,,,,,,,,,,,,,,,,,,,,
Apartment Van Sijpesteijnkade in Utrecht,3521 AH (Hoog-Catharijne NS en Jaarbeurs),€950 per month,3 months,For rent,Immediately,,43 m²,Gallery flat,New development,2,1,1,,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/bb76b004/van-sijpesteijnkade,Excellent,112 m³,2022,1,No,,,,,,,,,,,,,,,,,,,,
Apartment Vleutenseweg in Utrecht,3532 HL (Lombok-Oost),"€1,650 per month",18-10-2022,For rent,From 26-10-2022,Furnished,47 m²,Gallery flat,Existing building,2,1,,"Shower
 Toilet",Present,Present,,https://www.pararius.com/apartment-for-rent/utrecht/f8fe35e2/vleutenseweg,,,,,No,,,"In the city centre
 Unobstructed view",,,,,Not present,On private land,,"€1,650",,No,,,,,,,
Apartment Winklerlaan in Utrecht,3571 KE (Tuindorp-Oost),"€1,350 per month",2 weeks,For rent,From 01-11-2022,Shell,85 m²,Gallery flat,Existing building,3,3,,,Present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/56eddceb/winklerlaan,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Kromme Nieuwegracht in Utrecht,3512 HL (Nieuwegracht-Oost),"€1,650 per month",13-10-2022,Under option,From 01-11-2022,Upholstered,60 m²,"Upstairs apartment, Apartment",Existing building,2,1,,,,Not present,,https://www.pararius.com/apartment-for-rent/utrecht/df2a0d25/kromme-nieuwegracht,Good,150 m³,1450,1,No,,,"On a quiet road
 On a waterway
 In the city centre
 Unobstructed view",,,,,Not present,Public,Temporary rental,"€3,300",No,No,Working,"€4,950",,,,Monumental building,
Apartment Pal Maleterstraat 47 in Utrecht,3573 PG (Voordorp en Voorveldsepolder),"€1,325 per month",2 months,For rent,Immediately,Shell,76 m²,Gallery flat,Existing building,2,1,1,Lift,Not present,Not present,A,https://www.pararius.com/apartment-for-rent/utrecht/3b1d1c8e/pal-maleterstraat,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Hekelsteeg 10 A in Utrecht,"3511 AK (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,325 per month",20-10-2022,For rent,Immediately,,51 m²,"Mezzanine, Apartment",Existing building,2,1,1,,Not present,Present,D,https://www.pararius.com/apartment-for-rent/utrecht/cfa3e7bc/hekelsteeg,Excellent,153 m³,1913,1,,,,In the city centre,,,,,,,,"€1,350",,,,,,,,,
